date,q2_cost,q2_emergency_kwh,q3_cost,q3_emergency_kwh,q3_adjustment_abs_kwh,q3_adjustment_cost,q4_cost,q4_emergency_kwh,q4_3_cost,q4_3_emergency_kwh
2025-02-13,56813.86900144136,1198.1349749999995,65857.63078039284,3249.5320112500003,3260.8852681327107,3523.0592464527713,60934.53237921844,1198.1349749999995,71975.73029843783,3249.5320112500003
2025-02-14,52285.762657749074,0.0,56938.117936717,0.0,5165.286514332984,5129.166349487857,42535.46604800069,0.0,45281.70315858629,0.0
2025-02-15,52066.52298104409,10.538333333333412,52892.719187316136,10.538333333333412,2489.536932716042,2411.9529610929185,43104.630670900086,10.538333333333412,44407.53278270277,10.538333333333412
2025-02-16,55534.486305166254,1086.1022633333328,64144.53015202527,3050.697105833332,2510.326343566536,1238.8044101269372,60519.03279909522,1086.1022633333332,72362.99098067981,3050.697105833333
2025-02-17,55260.45434527044,1124.5496966666665,60121.08711750361,2523.4887549999994,4074.910820956795,1534.387851774727,59770.41629472603,1124.5496966666667,66726.326617577,2523.488754999999
2025-02-18,54141.420173159924,809.7535366666668,65348.433420065936,1961.663119166668,7431.455464571328,7329.428295395122,57830.8321474329,809.7535366666668,66315.12299909774,1961.663119166668
2025-02-19,55760.978209644374,1515.9874733333336,70391.56903085948,3697.4933066666695,5913.5662768143375,5957.03175018556,59425.8609257239,1515.9874733333336,74550.54334016,3697.493306666669
2025-02-20,54093.16727827198,1083.1593949999997,63673.24027362547,3043.0625008333323,2237.9003334104964,2492.423955588388,58593.750462555334,1083.1593949999994,70408.85774117889,3043.0625008333323
2025-02-21,50456.06121536339,0.0,54706.65455384894,0.0,4858.5965008161875,5077.042601031506,40419.34379097322,0.0,42011.25780760953,0.0
2025-02-22,49961.82139255979,35.98666666666668,53951.8612651118,35.98666666666668,4090.2079992901217,3941.856917625085,40791.54681233405,35.98666666666668,44393.670849598646,35.98666666666668
2025-02-23,53480.473467413685,1088.447108333335,64649.0758701295,2979.3783870833345,3806.607349046296,3734.28259053914,57180.82670463233,1088.447108333335,68885.58359194026,2979.3783870833345
2025-02-24,52906.80973110191,943.0575650000005,64785.64085950928,2516.716404166667,7039.417380444097,5904.486043448286,56385.92923346063,943.0575650000005,66858.1753308363,2516.716404166667
2025-02-25,53135.51772488216,1136.2739616666677,60059.28906703356,3263.2268400000007,1842.868391591218,1023.6504982668669,55810.745674299425,1136.2739616666674,66704.09843809255,3263.2268400000003
2025-02-26,52373.42798847865,1091.7697016666652,68312.53483519502,3243.3464175,8069.284324509597,8052.5079045752245,55787.80351973916,1091.769701666665,70319.67020400101,3243.3464174999986
2025-02-27,52222.238029160486,982.748443333333,65332.485318029176,2996.0563537499993,5741.936303552807,5890.178645565376,54315.80041973116,982.748443333333,66519.86512060645,2996.0563537499993
2025-02-28,47808.169494628455,0.0,54452.299181475406,0.0,7185.827130030697,7182.2367649349635,37960.23237262333,0.0,40800.612924936926,0.0
2025-03-01,47329.86884845504,0.0,49887.91661875922,0.0,2865.9360512884473,1073.3390706274793,37262.80565888072,0.0,42205.559289749726,0.0
2025-03-02,58809.27383584453,2956.124848333332,63265.57267602305,1317.5511733333333,5047.815930430552,5514.246382630016,63383.75268025345,2956.124848333332,72532.53207461811,1317.551173333333
2025-03-03,56509.17006748431,2403.9451599999998,60500.84365449181,1971.66338,3499.194627558301,2552.8603690360483,60097.00250569327,2403.9451599999993,68654.20686803422,1971.6633799999995
2025-03-04,50139.249201425744,1014.206203333334,62817.88647511166,2176.5137012500013,7019.791224828534,7038.272583398154,52937.625908421665,1014.2062033333335,62819.19267446174,2176.513701250001
2025-03-05,50509.41621509393,798.177913333334,56874.61039188002,2366.0138050000014,1944.6593968618158,1728.1748673799348,52195.918341749326,798.1779133333339,60291.13331733565,2366.0138050000014
2025-03-06,50416.927723613655,917.2072166666671,60464.834815716225,2530.122524166667,5432.173039918513,5105.093073532824,52558.96254463687,917.2072166666668,63491.42174631329,2530.122524166667
2025-03-07,47035.43640827066,0.0,48625.521365387234,0.0,4072.7600381689344,3057.928665680799,36195.49498058451,0.0,38112.659125447375,0.0
2025-03-08,47193.26188619099,0.0,49782.314819812374,0.0,5405.989313574757,5106.357749161353,36047.611965679724,0.0,36609.81784523777,0.0
2025-03-09,49571.05718704953,830.5623383333334,57031.679709403965,2621.971097500001,3929.359593461937,2403.449630207913,50702.088415931,830.5623383333335,60208.36681627501,2621.971097500001
2025-03-10,51318.72829516014,1712.2164033333347,64705.678309092444,2974.7560533333344,6169.745883305897,6362.357421958164,54550.319737441765,1712.216403333335,66748.39118299102,2974.7560533333344
2025-03-11,48605.11194802308,890.3968750000006,64779.108413887356,2893.6264975000013,11762.807866075098,9078.12723501572,50459.084872470434,890.3968750000006,63281.3243986748,2893.6264975000013
2025-03-12,49538.535619302,1336.3548366666678,56688.4185725124,3258.388442083334,2088.284682537724,1209.3790112038446,50656.62830615503,1336.3548366666676,62117.97122617702,3258.388442083334
2025-03-13,54083.00830744166,2458.425650000001,63418.8154926657,2960.7543487500006,5251.352324821672,5260.8304902408645,56833.40846615034,2458.425650000001,66319.94851361525,2960.7543487500006
2025-03-14,44762.41108972383,0.0,47205.47404639852,0.0,6022.834569545612,5220.166227865124,33494.290148289096,0.0,35829.62634000879,0.0
2025-03-15,44338.41639431638,39.00833333333344,53288.05057351674,39.00833333333344,6391.7123113101825,6736.059668249511,34556.83844137874,39.00833333333344,39775.20439616398,39.00833333333344
2025-03-16,48048.90481282995,1092.723183333333,60417.92169695563,2746.1579383333333,6385.754190180209,4992.848378070291,49418.95659245995,1092.723183333333,63743.135241178315,2746.1579383333333
2025-03-17,47052.61979852165,782.7712383333335,56511.38549879407,3140.5073275000004,2999.8864690500677,2872.2025657891513,47073.40659303616,782.7712383333335,58377.076669598246,3140.5073275000004
2025-03-18,46637.29088347402,981.4225200000002,54280.00775510394,2481.0534633333323,2077.312404797941,1095.3792302744628,47417.50047097032,981.4225199999998,56867.95505515409,2481.053463333332
2025-03-19,45559.07002035268,811.3046000000002,62108.56797650989,2891.1605191666654,10607.18720038115,8398.911180933863,45849.92176686841,811.3046000000002,58918.51007283412,2891.1605191666654
2025-03-20,47313.37037602845,1262.6305633333332,60686.29604481466,3695.9480116666678,5930.685465066363,3652.3677423473328,48343.010207899046,1262.6305633333332,62950.172978949864,3695.9480116666678
2025-03-21,42137.377709806366,0.0,42405.20025281379,0.0,5257.12736495199,3160.4640158824864,30721.142497049263,0.0,31041.541434078033,0.0
2025-03-22,41884.93430736792,12.818333333333385,44760.859324166326,12.818333333333385,3134.2774505847106,2497.6884536061325,31173.042039713764,12.818333333333356,35090.092783452135,12.818333333333356
2025-03-23,46706.081132241256,1239.4239166666666,55827.04918268726,2705.1106108333333,4638.383915961315,3031.9145475584,46952.90704773611,1239.4239166666666,56062.264119819454,2705.1106108333333
2025-03-24,44416.63196572202,943.5412349999997,56958.927721788605,3109.3591845833344,3514.650068239023,3366.8133668051864,44704.97171865896,943.5412349999997,60272.85269369906,3109.3591845833344
2025-03-25,46897.23382955748,1549.0235199999997,54501.9113711744,3128.1610970833344,3493.8725127285807,1194.8860906975879,47231.194247409505,1549.0235200000002,57940.74999080811,3128.1610970833344
2025-03-26,44481.582249913336,935.7173716666665,54580.69859308,2668.4084725000007,6758.262961032235,4346.388134413084,44174.009982380216,935.7173716666666,54538.58065763676,2668.408472500001
2025-03-27,45312.186287168835,1317.1809049999995,54410.592698849025,3414.4938825000004,1194.6245588374484,1001.510133873522,45273.54984430802,1317.1809049999988,58196.309501792064,3414.4938825
2025-03-28,40493.37236893651,0.0,42899.263435896355,0.0,4006.0640891375165,3309.3837561755504,29791.699448736515,0.0,31636.654857290137,0.0
2025-03-29,40298.88263276459,3.9400000000000546,42831.15917421184,3.9400000000000546,5479.273130404665,4738.015298611055,29676.750194610595,3.9400000000000546,31151.772669920272,3.9400000000000546
2025-03-30,42984.94113253697,1024.933318333333,50873.99425829656,3151.52855,2061.6281048096735,710.3975150267245,42342.620040617294,1024.9333183333326,53498.367633291025,3151.52855
2025-03-31,43607.14250081161,1125.3290866666673,57306.303983240854,2471.648054583333,10827.054525799034,7949.486836967959,43578.17447084384,1125.329086666667,54851.21569066125,2471.6480545833324
2025-04-01,47582.63500321069,2860.091233333334,55061.22387218314,3021.8363979166684,2596.8124704166685,2276.0163858115247,49213.18167358496,2860.0912333333335,60130.679405230694,3021.836397916668
2025-04-02,50469.51089870253,3037.7862516666664,58185.22511529528,2931.393467916666,5315.771621846712,5075.77411200173,51357.094962808376,3037.7862516666664,58318.72414998114,2931.393467916665
2025-04-03,43662.70301810927,1236.029708333334,51314.97563829785,2669.998872916668,1688.5126626491822,1081.8521066784924,43940.33408563981,1236.0297083333337,55479.70784805196,2669.998872916667
2025-04-04,38700.092972479644,0.0,40327.602473185085,0.0,4357.658991692377,3552.8412969933956,28599.243150097882,0.0,29721.74540062644,0.0
2025-04-05,38320.20405801831,0.0,44053.31272538205,0.0,6879.299404358696,5668.992685779876,28665.34104071661,0.0,30960.566702893695,0.0
2025-04-06,41935.331641571145,875.713581666666,52467.01699562112,2594.663002083333,3192.2877020027445,3159.595329053955,42118.652846471385,875.7135816666662,54055.918423456664,2594.663002083333
2025-04-07,41138.47934391324,845.8968833333332,57266.63410014068,3152.172004166668,8425.356583846022,6920.094929729614,40983.18756101574,845.8968833333331,54816.30629038593,3152.172004166668
2025-04-08,42788.91429350775,1111.441749999999,51143.81465256888,2598.220351249999,3283.003105272632,2182.1095164776884,42319.82081510512,1111.4417499999995,52704.1586401235,2598.2203512499996
2025-04-09,44050.43311876382,1753.0621316666675,56136.225610262765,2514.437354583334,7400.723118268175,5653.371219030441,44249.223802267516,1753.0621316666675,56729.673042058996,2514.4373545833337
2025-04-10,42433.45518974195,1137.7216066666665,55097.1634931495,2880.0321695833336,7337.504170939639,4998.3365707443945,42062.13823734711,1137.721606666666,53663.87562776251,2880.032169583333
2025-04-11,38090.370860028284,0.0,41643.939787384654,0.0,8509.489779456442,6424.843541941556,27924.77824168399,0.0,28741.36453797783,0.0
2025-04-12,38031.429552831454,20.86500000000001,39410.71470697702,20.86500000000001,2156.8478766855337,1122.9934187450199,27796.636890957772,20.86500000000001,30491.802336573637,20.86500000000001
2025-04-13,41103.433887955725,867.0095516666661,52354.10558563338,2396.052332083333,6379.183647573733,5050.069384418018,41205.089755931214,867.0095516666659,51029.600568002475,2396.0523320833327
2025-04-14,41382.386014554155,1061.6918716666664,48821.196758340055,3025.0630070833336,3578.1985461471227,1903.8644617378793,40912.53598922137,1061.6918716666664,48684.193046328386,3025.0630070833336
2025-04-15,40457.9805334413,723.7950066666662,53619.220798646085,2505.7142641666674,9011.427750603567,7177.304342549964,39498.636968389954,723.7950066666665,49517.9940025221,2505.7142641666674
2025-04-16,40967.426328958805,1213.5071983333332,56027.720230030885,3304.1613008333334,6389.564441315159,5652.828550658113,41254.418926995386,1213.5071983333332,55028.644596872546,3304.1613008333334
2025-04-17,40350.20981427215,843.342788333334,56024.35869303916,2898.7465504166676,10420.27020097051,7349.254561791911,39710.86178519611,843.3427883333338,52208.386283286294,2898.7465504166676
2025-04-18,37027.30033265501,0.0,42668.842037627655,0.0,8044.835289962277,6186.093977903069,27531.067294711433,0.0,29298.774149459532,0.0
2025-04-19,37128.563273099004,29.308333333333394,43457.81559373406,29.308333333333394,5613.966699260969,5492.606824282009,27139.235183439123,29.308333333333394,30224.14445267399,29.308333333333394
2025-04-20,39018.324751000444,796.0352200000003,54574.05899055153,2949.4417045833343,8233.724902940674,6491.354172713805,38647.71801799661,796.0352200000003,52210.50877648636,2949.441704583334
2025-04-21,40428.46249920606,1248.6717966666674,50683.8747045903,4040.7960995833337,1557.9645178240698,944.325188196934,39572.1758973344,1248.671796666667,52204.55679334102,4040.7960995833328
2025-04-22,39892.53013842056,1116.3780116666676,54618.21462594258,2803.101128333335,9650.744843866594,7743.632308343,39613.184870094636,1116.3780116666671,50097.43319191517,2803.101128333335
2025-04-23,39603.1573590746,979.4497583333338,55108.43484992475,2757.331707916667,11552.72860842421,8887.917714236413,39753.06755824988,979.4497583333335,49986.623117641524,2757.331707916667
2025-04-24,39261.86930030845,801.1780916666676,53303.774626345985,2972.2560425,7665.306554574756,6177.033876381827,38825.64891932211,801.1780916666677,50685.57730833569,2990.5410670833335
2025-04-25,35488.73753970868,0.0,38755.856221461305,0.0,7276.300611215706,4840.424317369805,25304.080220036558,0.0,27352.93200867305,0.0
2025-04-26,34947.35504408434,0.0,40858.87759133481,0.0,7879.318176639232,6231.906215205145,24867.91859245202,0.0,28770.380877120508,0.0
2025-04-27,38668.17435739866,959.6409283333331,53477.53222830335,2273.597499583333,11077.023266678669,8483.738117771678,37542.598836183584,959.6409283333334,49846.86532802476,2273.597499583333
2025-04-28,46356.95666686661,3400.7984750000005,54636.03327308144,2508.6371583333334,7466.081830274343,6111.715355629346,47260.08155812801,3400.7984750000005,57444.238329512926,2508.637158333334
2025-04-29,38595.081983952114,879.6197100000004,51456.74269840782,2454.4975554166663,8577.59036237824,6865.418412515967,37400.54921495988,879.6197100000006,48778.89616267894,2454.4975554166667
2025-04-30,39456.53818996537,1284.657576666667,52385.82984234704,3610.311474583333,7797.355315126884,5345.580424390622,38555.247203286,1284.657576666667,48272.035179226354,3610.3114745833336
2025-05-01,52130.69332801674,3950.014505,60953.64212311385,4667.381142916667,8468.657454351853,6292.129429465516,52343.81594730827,3950.014505,59676.38951322658,4667.381142916667
2025-05-02,34509.86699777354,0.0,45969.219478191895,0.0,7165.2170052721185,5639.517468642505,26980.606190698203,0.0,36913.20440936105,0.0
2025-05-03,35027.591028036535,38.22500000000002,42097.83576107618,38.22500000000002,5630.657917980105,4686.17622316533,26582.43353093483,38.22500000000002,32039.58375611184,38.22500000000002
2025-05-04,49551.91390380367,3238.5637216666673,59077.251388743665,5706.239100000001,3797.252188468796,2248.2169549112646,50212.97959740144,3238.5637216666673,59767.88661512678,5706.239100000001
2025-05-05,51656.07320049725,3718.7683166666666,58859.11496371255,4107.985136249999,8628.810479703356,5783.994130219862,51998.16005938279,3718.7683166666666,55578.19562389682,4107.985136249999
2025-05-06,50189.236459251864,3529.959625000001,64397.91789048324,5202.044559583334,10432.711835027425,8028.76647651486,50832.97687408829,3529.9596250000004,63707.98247595919,5202.044559583335
2025-05-07,45914.63933623422,2107.648025,59561.78150091585,3361.697774166666,10553.990217741772,7744.788462240075,46550.92052770687,2107.648025,59943.046296508764,3361.6977741666665
2025-05-08,44386.68751290477,1580.5866716666674,56747.080867433644,2979.1322012500004,6160.396758544235,5558.846824813849,44938.55727361304,1580.5866716666674,56517.022793894175,2979.1322012500004
2025-05-09,38765.85719190967,0.0,42397.57262363631,0.0,4144.985140946494,3271.196696116728,29240.344341172244,0.0,32120.587942880265,0.0
2025-05-10,38112.448074287575,4.941666666666606,47493.27037225408,4.941666666666606,7153.526335498966,6527.905349874265,28703.052697748903,4.941666666666606,33515.74925372291,4.941666666666606
2025-05-11,43727.70391231797,1391.0672699999996,57120.99625535666,3242.339163333333,6679.654753259602,5995.501684978,44263.55385747567,1391.0672699999996,55850.4713612462,3242.339163333333
2025-05-12,43574.80009743765,1553.544928333334,58079.81807808641,2752.8666449999996,12759.226641467758,9955.56849046993,44450.16747067811,1553.5449283333342,52769.50304366451,2752.866645
2025-05-13,41426.8125148182,732.2250516666669,53662.39143923362,2850.530906250001,4183.534616238163,4111.594344396148,41474.731616495905,732.2250516666669,53112.658377015505,2850.530906250001
2025-05-14,42477.328660349514,1199.559376666667,53498.81109710432,2795.2338229166667,7610.539259216396,5126.752059884771,42234.77995613823,1199.559376666667,51131.09320440359,2795.2338229166667
2025-05-15,42179.39861695416,1190.7768783333331,54774.37023213401,2785.6731183333336,9132.730140574415,6036.048753311353,42380.19556760199,1190.7768783333331,54010.88713309288,2785.6731183333336
2025-05-16,37598.10481778714,0.0,39974.888967095285,0.0,7044.719432138201,4647.857767639926,27452.671630677727,0.0,29145.48350685593,0.0
2025-05-17,37127.01715971856,49.4133333333333,45018.9291561238,49.4133333333333,6480.273053844305,5117.478712536462,28428.898228609436,49.4133333333333,34782.11012227877,49.4133333333333
2025-05-18,43319.238719756,1944.165128333334,54291.003223359054,3358.222981666667,4380.998283431069,3701.076288430819,43580.26039283472,1944.165128333334,53918.05289026398,3358.222981666667
2025-05-19,41389.075102501025,1109.0211916666667,53014.320729206614,2890.0114758333334,6389.6661874591155,5359.5949407929675,40788.96033323832,1109.0211916666667,50657.40903086705,2890.0114758333334
2025-05-20,43683.86754422914,1782.585636666667,59609.98751401093,3175.4310237500003,11315.769498734573,8820.500393476956,43574.60951126459,1782.5856366666671,55377.13119062948,3175.4310237500003
2025-05-21,43051.226794703856,1671.2591500000008,57831.42378510808,2811.5190491666667,12731.064200178322,9903.800386504974,43136.64317153559,1671.2591500000008,55189.7095308263,2811.5190491666667
2025-05-22,40105.11325079189,909.4145766666668,52119.103563496625,2482.9164599999995,8344.998599063785,6002.616348937841,39885.41773503526,909.4145766666667,50089.5637769478,2482.9164600000004
2025-05-23,36243.670136447305,0.0,47749.28120700453,0.0,9193.649119063783,8303.734473008124,26950.266797634322,0.0,33324.94079738819,0.0
2025-05-24,36527.93372351283,0.0,43899.346922085046,0.0,9860.570379945128,7310.005840820689,27191.077138979672,0.0,30669.42025702451,0.0
2025-05-25,40314.820515878666,1064.8259350000008,51097.5304991327,2712.1065254166683,6125.423275116593,5076.524415648659,40155.79374886297,1064.8259350000005,48988.27220848632,2712.106525416668
2025-05-26,44716.19918633732,2434.384716666668,59383.62249190455,2540.8284070833342,14959.840058563095,11085.193165250135,44709.852396353104,2434.3847166666674,54582.24670227762,2540.8284070833342
2025-05-27,40557.135504604434,1206.1139050000002,58381.61226967604,3435.3048595833347,11310.465764393008,8470.065210385399,40038.319229230845,1206.1139050000002,54573.41380326115,3435.3048595833347
2025-05-28,42820.361415091975,2126.0895700000005,53033.37441343699,2491.580843333334,7703.162466639231,6410.295310032274,43005.75518572119,2126.089570000001,50851.046105006,2491.580843333334
2025-05-29,44918.43333624267,2286.7757500000007,56771.55848710424,2776.4792483333335,10124.756882170777,7822.922140291906,45094.58275921891,2286.7757500000007,54894.50076414876,2776.479248333333
2025-05-30,36093.647828315865,0.0,41932.122398849046,0.0,4117.598733990053,3669.260219376455,27060.91267802033,0.0,32681.625669530422,0.0
2025-05-31,36249.39470256642,137.2399999999999,43691.73514614227,137.2399999999999,6131.152886128262,4013.4903913353705,26800.501638888974,137.2399999999999,32719.45072918349,137.2399999999999
2025-06-01,91447.13360496072,14351.217101666665,75730.7586824591,7404.094460833334,6404.968830982511,4816.884369099282,100917.57390427365,14351.217101666665,90921.5488243661,7404.094460833334
2025-06-02,85551.60373226364,11855.363058333336,72800.85571400562,7580.8229325,3784.3983014523405,1615.4928539917548,92912.00804953487,11855.363058333336,85797.849858554,7580.8229325
2025-06-03,73145.717131199,8557.11735666667,72204.13472997167,5754.80501375,6578.943655640945,6750.228910668868,78524.45393800328,8557.11735666667,79894.82464637079,5754.805013750001
2025-06-04,67771.77055276801,7436.376753333334,67952.65230046492,6039.606737083333,6017.775092952677,2472.4260077455438,74418.62258150545,7436.376753333333,78420.46802444242,6039.606737083333
2025-06-05,59142.221106381905,3714.795421666665,68384.13015304893,3220.480666249999,7852.989897740059,7928.499893370423,64552.572255267274,3714.795421666665,72910.13454382094,3220.480666249999
2025-06-06,47039.81337133115,0.0,55673.39839776716,0.0,3983.08918680384,3688.814752466368,40318.39487919108,0.0,52890.70896206831,0.0
2025-06-07,48353.41637669101,16.76666666666665,55391.471323314974,16.76666666666665,2872.724363401917,2198.4103951599004,41153.561260246985,16.76666666666665,51736.19439529805,16.76666666666665
2025-06-08,54208.97198610828,1143.0684066666668,62375.73213812477,2651.556067083333,5275.7272831584305,5425.367902493614,58072.76309755334,1143.0684066666668,65461.840605486024,2651.556067083333
2025-06-09,55805.64244395405,1753.8300183333326,63837.056918990194,2909.607462916667,2895.0574186697536,2401.0648284687677,61108.57413943122,1753.8300183333326,73588.2551780567,2909.607462916667
2025-06-10,54543.60599041351,1581.5448866666666,68125.37895628673,2882.3544987500018,7943.17675966792,7350.5869527597,59357.58009832291,1581.5448866666666,73287.53498228198,2882.3544987500018
2025-06-11,62759.97073166847,3187.3166683333334,70108.3869798535,2401.486670000001,8642.034579008916,7673.2983664592375,68565.37503771533,3187.316668333334,76384.43935529147,2401.486670000001
2025-06-12,55111.233900154206,1281.2817399999997,64933.90548624241,2255.141965833334,6256.016212791489,5565.012405372175,60063.64320256269,1281.2817399999994,70752.7943472658,2255.141965833334
2025-06-13,50561.7678357032,0.0,58740.133545341356,0.0,6288.211710584701,6473.552580246377,42313.9385678461,0.0,46900.8436051994,0.0
2025-06-14,50444.49174045013,0.0,51124.413431025234,0.0,2647.338320562414,1939.758598350329,42602.28279648901,0.0,44688.69278176876,0.0
2025-06-15,53742.267691514535,1047.9589016666678,66222.65230660778,1964.4278720833336,11005.029404036346,9116.683614120593,58177.00501567674,1047.9589016666675,65859.10788244488,1964.427872083333
2025-06-16,54819.16434742045,1361.3512583333345,67123.03567818354,2617.848160833335,8460.157612105619,6989.752916059605,59908.36257127239,1361.3512583333345,69702.18175436894,2617.8481608333345
2025-06-17,60300.763988271654,2575.777545,69784.62258499717,2851.406177083334,8843.17436087105,7374.390772345723,66659.89566284925,2575.7775450000004,76027.3565226457,2851.406177083334
2025-06-18,53667.602972742985,961.8042516666658,66828.85177390717,2694.963859166667,7658.81681533436,6499.34405055292,58688.327141845686,961.804251666666,70801.34285926388,2694.963859166667
2025-06-19,55841.52153877028,1481.9806316666659,67523.0237693078,3242.0628166666665,6666.2871124005505,6817.246523643983,60078.707353147955,1481.980631666666,69948.85157425045,3242.0628166666665
2025-06-20,49660.624263459584,0.0,53031.17872805774,0.0,5294.646455279497,4593.716073279676,40772.63368554549,0.0,43193.3221644852,0.0
2025-06-21,48993.16819052236,0.0,55376.43961414729,0.0,8561.560562642317,7514.530788684058,38881.0993685901,0.0,41427.52995483936,0.0
2025-06-22,53906.815423324624,1455.760286666668,66920.01428704956,3252.861729166667,7382.7693371724945,7533.262789364791,58290.67836723006,1455.760286666668,69431.62780600143,3252.861729166667
2025-06-23,53245.20260522305,1337.467216666667,61811.135306614146,2007.2595408333334,7801.00757331961,6577.910798446165,57014.4146524892,1337.467216666667,63641.87660814782,2007.2595408333334
2025-06-24,66954.74757010816,4726.623348333334,67122.90214386983,2796.9770895833344,3878.8554560339435,4194.964445800467,74571.04761287506,4726.623348333334,79611.75731803534,2796.9770895833344
2025-06-25,55595.137766053085,2235.6021333333338,67683.45067920108,2278.724842083333,8908.687257285666,9430.766140968715,60305.120814369526,2235.6021333333338,68482.21150118782,2278.724842083333
2025-06-26,53468.35016357418,1518.8581716666677,66422.66838947433,2436.220664166667,9930.51861897976,8870.208215400784,56846.7372205683,1518.8581716666674,63987.08743500335,2436.220664166667
2025-06-27,47482.21782918425,0.0,49208.15622688239,0.0,5201.568556917007,3463.7862826402816,37720.871516331754,0.0,39406.98184033481,0.0
2025-06-28,47371.85877811094,36.90166666666664,56365.970467568375,36.90166666666664,7895.552359454745,7264.326345614156,38498.77052883203,36.90166666666664,44266.584201291895,36.90166666666664
2025-06-29,54403.26557193674,2136.656390000002,67357.30294611311,2647.760107083335,10614.895265676607,10030.093295389841,59437.6001398507,2136.6563900000015,66647.0331294359,2647.760107083335
2025-06-30,54593.876937592104,1937.6987533333343,65047.912047985956,2791.3296237499994,6076.124952492029,5904.6762008512,58397.080743703686,1937.6987533333343,67982.27002269168,2791.32962375
2025-07-01,81493.60736209176,9495.381356666667,94148.3516649052,11785.775355833332,10171.845966270575,8568.412284283906,95950.00881183613,9495.381356666667,104158.53682177872,11785.775355833332
2025-07-02,78926.35208756253,8990.154846666668,89481.22593981854,11738.476672916668,7698.692107091906,5439.175658665738,92977.36643832753,8990.154846666668,103129.61966306895,11738.476672916668
2025-07-03,84192.52116740134,10068.393431666667,88682.91923479957,9865.612263333334,7904.518992974963,6609.117172083175,100455.85284432076,10068.393431666667,101563.27013768879,9865.612263333334
2025-07-04,48308.975116055895,4.8012500000000955,55810.58372445398,65.45226000000002,11770.634517594302,9488.61015443077,43016.88733229739,4.801249999999982,45017.27927120036,65.45225999999991
2025-07-05,47707.20306891298,100.26666666666665,52900.74434148047,187.27928416666668,10022.916614825092,7743.9662702868745,42858.01830551678,100.26666666666665,45030.13609589372,187.27928416666657
2025-07-06,87642.6769817028,10514.480226666667,94419.17770655936,8895.016678333333,15185.87278602194,12387.70119150222,104383.08037897333,10514.480226666667,105797.23337642476,8895.016678333335
2025-07-07,60096.145151687175,2344.941778333333,75860.80268257586,5212.528798333332,6030.510345576138,5212.7697151992825,70256.7426061735,2344.941778333333,87123.21205041732,5212.528798333332
2025-07-08,61508.669985323155,2083.663803333334,70497.2771850611,3078.0266358333347,4828.155679151239,4898.535504939824,71667.28888801076,2083.663803333334,83233.80358937575,3078.0266358333347
2025-07-09,58283.230509478584,1372.7063783333329,67289.08708155228,2478.324674583333,5207.649969975992,4526.0185487648505,67752.54768137015,1372.7063783333329,77670.83571930522,2478.324674583333
2025-07-10,58338.04585614476,1400.9235199999998,70049.50148778799,3026.186651666667,8393.987314118644,6924.994684004194,68135.61797695185,1400.9235199999998,78604.88159752944,3026.186651666667
2025-07-11,52907.52976927204,0.0,59895.34609171346,0.0,5854.967081080244,5039.782459676609,49094.6675809685,0.0,53988.672435607725,0.0
